ID_N,UBIGEO,CCDI,NOMBREDI,INF109,INF109A,INF109A_O,INF109B1,INF109C1_D1,INF109C1_D2,INF109C1_D3,INF109C1_D4,INF109C1_D5,INF109B2,INF109C2_D1,INF109C2_P1,INF109C2_D2,INF109C2_P2,INF109C2_D3,INF109C2_P3,INF109C2_D4,INF109C2_P4,INF109C2_D5,INF109C2_P5,INF109C2_D6,INF109C2_P6,INF109C2_D7,INF109C2_P7,INF109C2_D8,INF109C2_P8,INF109C2_D9,INF109C2_P9,INF109C2_D10,INF109C2_P10,INF109B3,INF109C3_D1,INF109C3_P1,INF109C3_DI1,INF109C3_DI1_FT,INF109C3_DI1_FP,INF109C3_D2,INF109C3_P2,INF109C3_DI2,INF109C3_DI2_FT,INF109C3_DI2_FP,INF109C3_D3,INF109C3_P3,INF109C3_DI3,INF109C3_DI3_FT,INF109C3_DI3_FP,INF109C3_D4,INF109C3_P4,INF109C3_DI4,INF109C3_DI4_FT,INF109C3_DI4_FP,INF109C3_D5,INF109C3_P5,INF109C3_DI5,INF109C3_DI5_FT,INF109C3_DI5_FP,INF109C3_D6,INF109C3_P6,INF109C3_DI6,INF109C3_DI6_FT,INF109C3_DI6_FP,INF109C3_D7,INF109C3_P7,INF109C3_DI7,INF109C3_DI7_FT,INF109C3_DI7_FP,INF109C3_D8,INF109C3_P8,INF109C3_DI8,INF109C3_DI8_FT,INF109C3_DI8_FP,INF109C3_D9,INF109C3_P9,INF109C3_DI9,INF109C3_DI9_FT,INF109C3_DI9_FP,INF109C3_D10,INF109C3_P10,INF109C3_DI10,INF109C3_DI10_FT,INF109C3_DI10_FP,INF110_TOT,INF110_TOT_OFI_H,INF110_TOT_OFI_M,INF110_TOT_OFISV_H,INF110_TOT_OFISV_M,INF110_TOT_SOF_H,INF110_TOT_SOF_M,INF110_TOT_SOFSV_H,INF110_TOT_SOFSV_M,INF111_ADM,INF111_ADM_OFI_H,INF111_ADM_OFI_M,INF111_ADM_OFISV_H,INF111_ADM_OFISV_M,INF111_ADM_SOF_H,INF111_ADM_SOF_M,INF111_ADM_SOFSV_H,INF111_ADM_SOFSV_M,INF112_MOT,INF112_MOT_OFI_H,INF112_MOT_OFI_M,INF112_MOT_OFISV_H,INF112_MOT_OFISV_M,INF112_MOT_SOF_H,INF112_MOT_SOF_M,INF112_MOT_SOFSV_H,INF112_MOT_SOFSV_M,INF113_PIE,INF113_PIE_OFI_H,INF113_PIE_OFI_M,INF113_PIE_OFISV_H,INF113_PIE_OFISV_M,INF113_PIE_SOF_H,INF113_PIE_SOF_M,INF113_PIE_SOFSV_H,INF113_PIE_SOFSV_M,INF114_INV_DF,INF114_INV_DF_OFI_H,INF114_INV_DF_OFI_M,INF114_INV_DF_OFISV_H,INF114_INV_DF_OFISV_M,INF114_INV_DF_SOF_H,INF114_INV_DF_SOF_M,INF114_INV_DF_SOFSV_H,INF114_INV_DF_SOFSV_M,INF115_INV_AT,INF115_INV_AT_OFI_H,INF115_INV_AT_OFI_M,INF115_INV_AT_OFISV_H,INF115_INV_AT_OFISV_M,INF115_INV_AT_SOF_H,INF115_INV_AT_SOF_M,INF115_INV_AT_SOFSV_H,INF115_INV_AT_SOFSV_M,INF116_INV_VF,INF116_INV_VF_OFI_H,INF116_INV_VF_OFI_M,INF116_INV_VF_OFISV_H,INF116_INV_VF_OFISV_M,INF116_INV_VF_SOF_H,INF116_INV_VF_SOF_M,INF116_INV_VF_SOFSV_H,INF116_INV_VF_SOFSV_M,INF117_OPC,INF117_OPC_OFI_H,INF117_OPC_OFI_M,INF117_OPC_OFISV_H,INF117_OPC_OFISV_M,INF117_OPC_SOF_H,INF117_OPC_SOF_M,INF117_OPC_SOFSV_H,INF117_OPC_SOFSV_M,INF118_PG,INF118_PG_OFI_H,INF118_PG_OFI_M,INF118_PG_OFISV_H,INF118_PG_OFISV_M,INF118_PG_SOF_H,INF118_PG_SOF_M,INF118_PG_SOFSV_H,INF118_PG_SOFSV_M,INF119_SC,INF119_SC_OFI_H,INF119_SC_OFI_M,INF119_SC_OFISV_H,INF119_SC_OFISV_M,INF119_SC_SOF_H,INF119_SC_SOF_M,INF119_SC_SOFSV_H,INF119_SC_SOFSV_M,INF120_O,INF120_O_O,INF120_O_OFI_H,INF120_O_OFI_M,INF120_O_OFISV_H,INF120_O_OFISV_M,INF120_O_SOF_H,INF120_O_SOF_M,INF120_O_SOFSV_H,INF120_O_SOFSV_M,INF121_1,INF121_1_CANT,INF121_2,INF121_2_CANT,INF121_3,INF121_3_CANT,INF121_4,INF121_4_CANT,INF121_5,INF121_5_CANT,INF121_6,INF121_6_CANT,INF121_7,INF121_7_CANT,INF121_8,INF121_8_CANT,INF121_9,INF121_9_CANT,INF121_10,INF121_10_CANT,INF121_11,INF121_11_CANT,INF121_12,INF121_12_CANT,INF121_13,INF121_13_CANT,INF121_14,INF121_14_CANT,INF121_TOT,INF122,INF123,INF123_A,INF124,INF124_A,INF124_B1,INF124_B2,INF124_B3,INF124_B4,INF124_B5,INF124_B6,INF124_B7,INF124_B8,INF124_B9,INF124_B10,INF124_B11,INF124_B12,INF124_B13,INF124_B14,INF124_B15,INF124_B16,INF124_B17,INF124_B18,INF124_B19,INF124_B20,INF124_B21,INF124_B22,INF124_B23,INF124_B24,INF124_B25,INF124_B26,INF124_B27,INF124_B28,INF124_B29,INF124_B30,INF124_B31,INF124_B32,INF124_B33,INF124_B34,INF124_B35,INF124_B36,INF124_B37,INF124_B38,INF124_B39,INF124_B40,INF125,INF125_A,INF126_1,INF126_2,INF126_3,INF126_4,INF126_5,INF126_6,INF126_7,INF126_8,INF126_9,INF126_10,INF126_11,INF126_12,INF126_13,INF126_14,INF126_15,INF126_16,INF126_O,GPSLATITUD_INF,GPSLONGITUD_INF
1307,120607,07,RIO NEGRO,De 20001 - 40000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,12,6,1,Si,No,12,6,4,Si,No,12,6,6,Si,No,12,6,7,Si,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19,1,0,0,0,17,1,0,0,1,0,0,0,0,0,1,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,Si,1,No, ,No, ,No, ,Si,1,Si,2,Si,1,Si,3,Si,1,Si,4,Si,5,Si,1,19,0,No, ,Sí,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Ninguna, , , , , , , , , , , , , , , , , , ,-11.20958783,-74.65950927
1308,120706,06,PALCA,De 10001 - 20000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,12,7,1,Si,No,12,7,2,Si,No,12,7,6,Si,No,12,7,3,Si,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,1,0,0,0,26,1,0,0,1,0,0,0,0,0,1,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,Si,1,No, ,No, ,No, ,No, ,No, ,Si,5,Si,1,Si,1,Si,3,Si,17,No, ,28,0,No, ,Sí,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Ninguna, , , , , , , , , , , , , , , , , , ,-11.34441949,-75.56503325
1309,120801,01,LA OROYA,De 10001 - 20000 Hab,Provincial, , , , , , , ,1,12,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,0,0,0,0,18,0,0,0,1,0,0,0,0,1,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,No, ,No, ,No, ,No, ,Si,1,Si,4,Si,1,Si,3,Si,4,Si,5,No, ,18,0,No, ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-11.52258116,-75.90945443
1310,120901,01,CHUPACA,De 80001 a más Hab,Regional, ,2,9,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,1,0,0,0,8,0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,Si,1,No, ,No, ,No, ,No, ,Si,1,Si,1,Si,1,No, ,Si,1,Si,3,Si,1,No, ,9,0,No, ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-12.39311959,-74.87013046
1311,190113,13,YANACANCHA,Menos de 5000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,19,1,1,Si,No,19,1,3,Si,No,19,1,11,Si,No,19,1,13,Si,No,19,1,10,Si,No, , , , , , , , , , , , , , , , , , , , , , , , , ,22,0,0,0,0,22,0,0,0,1,0,0,0,0,1,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,No, ,No, ,No, ,Si,1,Si,2,Si,3,Si,2,Si,5,Si,4,Si,5,No, ,22,0,No, ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-10.61505469,-76.17986328
1312,050116,16,ANDRÉS AVELINO CÁCERES DORREGARAY,De 10001 - 20000 Hab,Provincial, , , , , , , ,1,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17,1,0,0,0,15,1,0,0,1,0,0,0,0,0,1,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,Si,1,No, ,No, ,No, ,Si,2,Si,2,No, ,Si,1,No, ,Si,2,Si,8,Si,1,17,0,No, ,Sí,2,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Ninguna, , , , , , , , , , , , , , , , , , ,-13.16623183,-74.19856978
1313,050609,09,LEONCIO PRADO,Menos de 5000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,6,9,Si,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,No, ,No, ,No, ,Si,3,Si,2,Si,3,Si,4,Si,2,Si,2,Si,2,Si,10,28,0,No, ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-14.84764526,-74.94931045
1314,050621,21,SANTA LUCIA,Menos de 5000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,6,21,No,Si, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0,0,0,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,No, ,No, ,No, ,Si,1,Si,1,Si,1,Si,2,Si,1,No, ,No, ,Si,1,7,0,No, ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-15.11354621,-74.48105765
1315,051005,05,CANARIA,De 20001 - 40000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,5,10,5,No,Si,5,10,3,Si,No,5,10,4,Si,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,0,0,0,0,8,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,No, ,No, ,No, ,No, ,Si,1,No, ,No, ,No, ,No, ,Si,7,No, ,8,0,No, ,Sí,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Ninguna, , , , , , , , , , , , , , , , , , ,-13.95873628,-73.91766325
1316,080101,01,CUSCO,De 20001 - 40000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,1,1,No,Si, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60,1,0,0,0,46,13,0,0,8,0,0,0,0,5,3,0,0,28,0,0,0,0,26,2,0,0,4,0,0,0,0,3,1,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,2,1,0,0,3,0,0,0,0,0,3,0,0,2,0,0,0,0,1,1,0,0,8,0,0,0,0,6,2,0,0,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,Si,1,No, ,No, ,Si,4,Si,7,Si,2,Si,3,Si,5,Si,5,Si,13,Si,20,60,0,No, ,Sí,2,8,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Ninguna, , , , , , , , , , , , , , , , , , ,-13.52150116,-71.98794245
1317,080104,04,SAN JERONIMO,De 10001 - 20000 Hab,Provincial, , , , , , , ,4,8,12,8,10,8,3,8,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,0,0,0,0,50,0,0,0,3,0,0,0,0,3,0,0,0,44,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,No, ,No, ,No, ,Si,3,Si,6,Si,2,Si,11,Si,6,Si,5,Si,14,Si,3,50,0,Sí,1,Sí,2,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Ninguna, , , , , , , , , , , , , , , , , , ,-13.54923425,-71.87544265
1318,080401,01,CALCA,De 10001 - 20000 Hab,Provincial, , , , , , , ,2,8,4,8,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35,1,0,0,0,34,0,0,0,2,0,0,0,0,2,0,0,0,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,Si,1,No, ,No, ,Si,2,Si,4,Si,4,Si,2,Si,3,Si,7,Si,11,Si,1,35,0,No, ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-13.32040145,-71.95569301
1320,080801,01,ESPINAR,Menos de 5000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,8,8,1,Si,No,8,8,2,Si,No,8,8,3,Si,No,8,8,4,Si,No,8,8,5,Si,No,8,8,6,Si,No,8,8,7,Si,No,8,8,8,Si,No, , , , , , , , , , ,37,0,0,0,0,37,0,0,0,1,0,0,0,0,1,0,0,0,34,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,No, ,No, ,No, ,No, ,Si,2,Si,4,Si,8,Si,3,Si,3,Si,8,Si,9,37,0,No, ,Sí,2,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Almenos una,2,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,No,No,No,No,No,No, ,-14.79282149,-71.41357301
1321,080903,03,HUAYOPATA,De 10001 - 20000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,8,9,3,Si,No,8,9,4,Si,No,8,9,1,Si,No,8,9,2,No,Si, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,32,1,0,0,0,31,0,0,0,2,0,0,0,0,2,0,0,0,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,No, ,Si,1,No, ,Si,1,Si,1,Si,4,Si,5,Si,3,Si,4,Si,11,Si,2,32,0,No, ,Sí,2,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Ninguna, , , , , , , , , , , , , , , , , , ,-13.0067803,-72.55368619
1322,170101,01,TAMBOPATA,De 40001 - 80000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,17,1,3,No,Si,17,1,4,No,Si,17,1,1,No,Si, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,Si,1,No, ,No, ,No, ,Si,1,Si,1,Si,2,Si,2,Si,4,Si,7,No, ,18,0,No, ,Sí,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Almenos una,1,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,No, ,-12.59251986,-69.17539047
1323,170102,02,INAMBARI,Menos de 5000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,17,1,2,No,Si, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,1,0,0,0,14,0,0,0,2,0,0,0,0,2,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,Si,1,No, ,No, ,Si,1,No, ,Si,1,No, ,Si,4,Si,3,Si,5,No, ,15,0,No, ,Sí,1,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Almenos una,1,Si,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,No, ,-12.92616781,-70.30259864
1325,040208,08,SAMUEL PASTOR,Menos de 5000 Hab,Provincial, , , , , , , ,1,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34,1,0,0,0,33,0,0,0,3,0,0,0,0,3,0,0,0,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,Si,1,No, ,No, ,No, ,Si,1,Si,4,Si,3,Si,3,Si,8,Si,5,Si,9,No, ,34,0,No, ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-16.646807,-72.625587
1326,040303,03,ATICO,De 40001 - 80000 Hab,Provincial, , , , , , , ,2,4,2,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24,1,0,0,0,23,0,0,0,1,0,0,0,0,1,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,Si,1,No, ,No, ,Si,1,Si,1,Si,4,Si,2,Si,2,Si,5,Si,5,Si,3,24,0,No, ,Sí,4,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Almenos una,4,Si,Si,Si,No,No,No,No,No,Si,Si,Si,Si,No,No,No,No, ,-16.22838587,-73.60945315
1327,040313,13,YAUCA,Menos de 5000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,3,13,No,Si,4,3,4,No,Si,4,3,5,No,Si,4,3,11,No,Si, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27,1,0,0,0,26,0,0,0,1,0,0,0,0,1,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,Si,1,No, ,No, ,No, ,Si,1,Si,3,Si,2,Si,3,Si,4,Si,8,Si,3,Si,2,27,0,No, ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-15.66240753,-74.52763816
1332,210601,01,HUANCANE,De 40001 - 80000 Hab,Provincial, , , , , , , ,1,21,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17,1,0,0,0,16,0,0,0,1,0,0,0,0,1,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,Si,1,No, ,No, ,No, ,No, ,No, ,Si,1,Si,2,Si,7,Si,6,No, ,17,0,No, ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-15.20129189,-69.76516323
1333,210709,09,SANTA LUCIA,De 10001 - 20000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,21,7,9,Si,No,21,11,3,Si,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,0,0,0,0,20,0,0,0,3,0,0,0,0,3,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,No, ,No, ,No, ,No, ,Si,1,Si,1,No, ,Si,1,Si,4,Si,6,Si,7,20,0,No, ,Sí,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Ninguna, , , , , , , , , , , , , , , , , , ,-15.701547,-70.609105
1334,210801,01,AYAVIRI,De 40001 - 80000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,21,8,1,No,Si,21,8,9,Si,No,21,8,8,Si,No,21,2,4,No,Si,21,8,5,Si,No,21,7,8,No,Si, , , , , , , , , , , , , , , , , , , , ,25,1,0,0,0,24,0,0,0,1,0,0,0,0,1,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,LABORES DE MONITOREO EN PATRULLAJE,0,0,0,0,1,0,0,0,No, ,No, ,No, ,Si,1,No, ,No, ,No, ,Si,1,Si,1,Si,1,Si,2,Si,4,Si,11,Si,4,25,0,No, ,Sí,5,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Ninguna, , , , , , , , , , , , , , , , , , ,-14.88481,-70.59668
